specobjid,plateid,mjd,fiberid,z,ra,dec,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,oi_6300_flux_err,sii_6717_flux_err,sii_6731_flux_err
301831362384521216,268,51633,328,0.0634988,148.3646,1.010927,167.3695,50.66124,102.9253,15.67872,7.099869,31.75471,23.42886,-38.86438,-4.25019,2.796716,2.174342,2.878825,1.457228,1.271408,1.569377,1.473603
301832461896148992,268,51633,332,0.06193933,147.9881,1.101051,169.3539,30.36158,12.0166,62.09657,7.404877,38.16954,26.18386,-21.7173,-7.615408,2.821324,2.153201,1.950204,1.992867,1.415476,1.795021,1.715811
301836585064753152,268,51633,347,0.04619598,148.7298,0.3786509,181.1279,44.96656,195.8559,141.8698,14.72507,33.57184,29.07658,-18.31159,-14.18613,3.264791,2.11431,3.275667,2.374335,1.420915,1.583941,1.57353
301836859942660096,268,51633,348,0.05736349,148.7879,0.5602366,235.4645,71.243,90.98298,44.31968,7.145281,54.01042,34.26589,-45.68194,-8.963382,2.766152,2.012839,2.310688,1.361087,1.077509,1.449842,1.283639
301838784088008704,268,51633,355,0.08136201,148.1454,0.2499555,1076.913,166.7656,90.52303,417.4431,34.05509,190.5049,144.9175,-56.81849,-21.68889,8.201748,3.741563,3.524641,4.497689,2.584333,3.984073,4.711948
301842082622892032,268,51633,367,0.08058519,148.9065,1.001244,234.3424,74.17245,37.82019,81.0615,7.528108,54.80668,36.16486,-27.03494,-8.877291,2.895898,2.243213,2.076787,1.862278,1.375767,2.055008,2.892327
301842357500798976,268,51633,368,0.06251667,149.1614,1.092893,138.3463,37.96083,49.52851,25.31562,6.634956,31.79925,20.46886,-24.2253,-4.427631,2.35432,1.77084,2.067878,1.3062,1.128506,1.383914,1.298753
301846480669403136,268,51633,383,0.08910091,149.1719,0.5988117,71.33315,17.5168,24.17045,31.95435,16.31565,38.95122,23.6094,-6.976228,-3.299027,2.443762,2.180394,2.427702,2.053191,2.963315,4.197635,2.818112
301847030425217024,268,51633,385,0.04617104,149.1396,0.7508817,183.2371,46.80318,55.87777,36.81038,7.441173,39.79051,26.44024,-24.08298,-5.14431,3.144979,2.271965,2.248566,1.591983,1.29116,1.590053,1.467891
301848129936844800,268,51633,389,0.03467486,149.1391,0.5969858,657.4047,188.054,357.9294,87.45662,17.12052,109.0156,78.90791,-58.25671,-7.681606,5.936278,3.366102,4.65586,2.037751,1.671789,2.685936,2.140155
301852527983355904,268,51633,405,0.06655637,149.2952,1.140175,1019.225,259.5389,100.4171,378.5117,24.28224,178.3496,120.5183,-55.70396,-20.8324,8.488958,4.350866,3.471532,4.271304,2.134632,3.364294,3.040567
301853077739169792,268,51633,407,0.08696617,149.3386,1.003665,478.8426,108.8445,36.95453,163.6765,17.52715,88.80608,67.6175,-44.27876,-15.02988,4.423282,2.654052,2.3273,2.554667,1.667308,2.678163,3.101923
301854452128704512,268,51633,412,0.06605762,149.3565,1.003511,74.05566,22.87721,16.71365,41.5078,9.408949,26.27045,18.84346,-5.471143,-3.028596,2.185173,1.827062,2.149742,2.021449,1.764714,1.885659,1.871325
301855001884518400,268,51633,414,0.06356111,149.1978,1.256643,194.4163,61.20138,64.64469,101.4782,58.83646,71.14892,61.67962,-4.120437,-2.321481,7.43905,5.32607,5.234849,5.934985,5.147481,5.500826,5.49613
301856926029867008,268,51633,421,0.08633437,149.3299,0.6908206,358.4855,81.05493,35.94866,106.7175,12.76018,74.43148,54.55238,-42.94445,-12.96719,3.776385,2.460615,2.291479,2.179323,1.641873,2.477574,2.648912
301858300419401728,268,51633,426,0.08850689,149.2576,0.3565249,212.0866,45.535,14.40767,86.69861,8.123192,36.18219,26.48433,-22.41295,-9.126225,2.925153,2.081806,1.91958,2.104566,1.500831,2.178713,2.326042
301860224564750336,268,51633,433,0.08737121,149.3386,0.7064551,2461.139,438.9782,288.1552,912.5567,76.85454,385.6751,315.8388,-86.46703,-32.01997,17.06004,5.567213,5.042964,7.222582,3.076027,5.71826,5.466009
301860499442657280,268,51633,434,0.0651919,149.3047,0.7021997,312.9731,59.09616,24.66205,115.3036,9.535312,55.47918,36.85853,-26.72907,-9.84436,3.710417,2.277678,2.112047,2.471248,1.546531,2.026929,1.89613
301860774320564224,268,51633,435,0.06574579,149.3068,0.1986973,270.1679,54.12619,14.43031,95.41296,8.623242,50.36515,30.62472,-20.41325,-7.194562,3.579543,2.211305,2.131951,2.432599,1.638962,2.115258,1.965952
301862423588005888,268,51633,441,0.08074103,149.6055,1.10397,472.33,79.86458,22.37275,216.7887,12.64386,67.73838,58.86125,-28.9812,-13.06538,4.905766,2.854476,2.678885,3.368608,2.150232,2.879918,4.281429
301864347733354496,268,51633,448,0.06204112,149.6251,1.181985,106.8604,23.85001,34.21701,43.28007,13.02149,32.80187,21.86696,-4.362893,-1.533028,3.483888,2.729091,3.011636,2.98572,2.413225,2.726088,2.659086
301867096512423936,268,51633,458,0.08112247,149.5245,1.109372,440.3234,112.3119,38.58784,131.5615,16.80778,91.80899,66.75594,-35.85626,-10.93039,4.400151,2.783006,2.406245,2.397615,1.81024,2.516891,4.017742
301867921146144768,268,51633,461,0.08695569,149.3547,0.7309411,1367.595,231.0159,56.18352,612.4506,39.32899,177.0281,128.8737,-37.3088,-16.68814,10.89914,4.765539,4.222936,6.755516,3.791079,5.334973,5.497827
301868745779865600,268,51633,464,0.04669769,149.5381,0.6008673,652.5443,189.8755,80.40093,218.1941,14.39051,139.9801,100.9954,-36.38744,-12.55363,6.38098,3.600366,2.992881,3.323877,2.033124,2.950074,2.708709
301869020657772544,268,51633,465,0.09232026,149.4988,0.7489973,573.5994,97.46433,21.07836,212.065,13.43333,91.91819,76.05766,-50.83811,-18.7011,5.045177,2.601521,2.217593,2.927303,1.799549,3.180167,2.49883
301869845291493376,268,51633,468,0.0387163,149.4458,0.5718958,465.0619,137.4375,217.2646,84.38435,15.95574,96.40477,68.49376,-50.52134,-9.222169,4.541934,2.819553,3.797032,1.915582,1.580368,2.319561,1.913601
301870395047307264,268,51633,470,0.08699062,149.3874,0.6681685,1377.372,342.5907,251.1261,473.4592,41.60583,223.711,163.1305,-88.65549,-30.84863,9.744637,4.609422,4.344864,4.38168,2.296275,3.990498,4.070494
301870944803121152,268,51633,472,0.06499501,149.4843,0.2064166,666.8866,149.9444,32.18747,286.4166,12.19217,103.7685,72.77163,-36.90224,-15.4919,6.212453,3.270072,2.651756,3.799428,2.090667,2.82462,2.64712
301871769436841984,268,51633,475,0.1686911,149.5201,0.1742269,2380.104,635.9915,874.7198,519.4781,60.66886,297.4153,236.1476,-212.1991,-45.61127,16.12435,6.427917,7.654817,4.682384,2.293041,4.867158,4.314308
301873143826376704,268,51633,480,0.08190168,149.5555,0.5610367,280.767,49.50023,14.81342,186.9055,15.75438,53.64873,45.07922,-21.55236,-14.64596,3.468566,2.14002,2.183911,2.794186,1.842553,2.290565,2.734229
301875617727539200,268,51633,489,0.06482466,149.6474,0.7427827,2152.552,323.6501,104.6687,1054.688,74.67483,335.106,260.7095,-57.20653,-27.63251,14.96411,5.912736,4.32163,8.60434,3.877018,5.70833,5.325699
301879740896143360,268,51633,504,0.06550524,149.9147,0.5867026,1345.53,364.7417,2528.451,1315.418,165.1208,555.7665,370.8055,-39.88186,-37.79086,10.89089,5.753842,16.17498,9.575356,4.145491,6.65086,5.792847
301883039431026688,268,51633,516,0.03265744,149.994,0.4804419,230.2115,72.12334,83.65878,45.74789,9.351771,53.76291,40.8898,-23.6786,-4.462362,2.991037,2.452905,2.625676,1.619116,1.589273,1.92153,2.086212
301889361622886400,268,51633,539,0.03902926,149.6573,0.8707517,633.8989,162.0747,174.2333,128.8082,21.28969,138.9434,99.62972,-44.86828,-8.996789,5.792587,3.043153,3.514477,2.338598,1.777618,2.841724,2.3473
301889911378700288,268,51633,541,0.03337267,150.1015,0.704594,329.2231,82.98933,114.6215,452.1097,78.52746,157.9231,147.7146,-4.259748,-5.369266,10.26579,6.278155,7.086028,10.58635,7.889574,8.882162,8.953537
301890461134514176,268,51633,543,0.03323909,150.1298,0.7589614,1103.616,266.4868,379.8548,195.0518,21.97862,178.9788,128.704,-102.0403,-18.2,8.513324,3.893509,4.786723,2.612698,1.628351,2.892333,2.497914
301891835524048896,268,51633,548,0.03316718,150.0848,0.5059745,182.4794,48.2475,137.0307,221.3061,70.83997,46.38147,64.23679,-2.430611,-2.676934,10.31487,6.445373,7.264661,9.549836,7.706289,8.042284,8.234997
301892660157769728,268,51633,551,0.1338845,150.1931,0.2080681,609.3261,157.4212,82.82269,198.5035,21.1575,115.207,83.01524,-48.75977,-16.4618,5.704637,3.125852,2.874016,2.934815,1.650974,3.240308,3.454898
301895408936839168,268,51633,561,0.0463249,149.7731,1.204926,283.443,83.39092,97.78818,66.67967,11.8193,61.17685,42.53053,-31.01906,-7.455008,4.063982,2.618354,2.778944,2.016442,1.526279,1.947565,1.80883
301897333082187776,268,51633,568,0.08773066,149.9502,0.7801211,405.6534,68.85256,31.31776,229.3615,15.64163,65.02449,61.22502,-32.4852,-18.1749,4.193886,2.454611,2.404439,3.084799,1.82073,2.67978,2.705243
301900906494978048,268,51633,581,0.09665812,150.2872,0.4548378,474.5296,92.84365,48.29964,140.8251,18.96861,93.08813,67.85763,-62.56635,-18.56959,4.570241,2.47049,2.313466,2.381227,1.690414,2.823945,2.117874
301901456250791936,268,51633,583,0.06573609,150.1952,0.2446318,186.5519,45.47926,101.7655,19.52852,7.154094,35.40749,22.06789,-43.75158,-4.477447,2.566647,1.825961,2.526178,1.217379,1.078107,1.484157,1.279057
301904205029861376,268,51633,593,0.04573169,150.2479,0.3066776,334.7697,101.8651,110.3737,69.59578,7.363451,68.70235,49.43346,-46.07841,-9.731081,3.918788,2.579432,2.549902,1.668594,1.228114,1.732914,1.573114
301905029663582208,268,51633,596,0.03448851,150.2995,0.3293208,1162.312,245.3313,44.59954,477.29,19.78412,151.9884,130.9012,-35.71766,-14.68488,9.816885,4.376595,3.289293,5.492077,2.869614,4.148956,3.78422
301906678931023872,268,51633,602,0.03252251,149.9821,1.110644,1682.515,446.2654,461.3172,335.478,32.41413,289.8531,210.2565,-77.0504,-15.68022,12.31965,5.731595,5.990154,4.040669,2.394379,4.261525,4.572057
301908328198465536,268,51633,608,0.08107227,150.22,1.00458,302.3946,68.59451,17.28612,104.6819,9.53024,51.53569,49.38479,-28.69223,-9.692334,3.542575,2.32819,2.022961,2.127482,1.50598,2.013219,8.019794
301908877954279424,268,51633,610,0.03182067,150.035,0.9847942,2968.515,762.4696,1214.737,1765.803,119.2925,459.0817,435.8217,-57.23255,-33.79718,20.97709,8.641508,12.00694,12.74424,5.061971,7.258675,7.298738
301909152832186368,268,51633,611,0.06198409,150.0531,0.7741939,455.0872,112.9706,38.55032,152.9543,12.6089,92.10526,65.44086,-36.55698,-12.15555,4.530187,2.720818,2.279813,2.575994,1.565689,2.216216,2.053542
301910252343814144,268,51633,615,0.04647528,149.9949,1.054992,621.7155,140.5407,35.48611,227.248,15.67754,112.04,80.42466,-22.76725,-8.27239,6.783577,3.455932,2.946269,3.99233,2.543917,3.315526,3.142165
301911076977534976,268,51633,618,0.03256777,150.1405,0.85608,235.5378,74.14877,59.46356,52.97992,9.275272,58.14707,40.97121,-21.12838,-4.678008,3.075078,2.481694,2.410907,1.73406,1.642948,1.984582,2.174151
301911351855441920,268,51633,619,0.03228859,149.9512,1.095129,1865.535,429.5315,126.4434,987.5126,52.00303,350.844,277.814,-28.27908,-15.23144,15.95461,6.707719,5.28351,9.964823,4.869548,7.087653,6.872873
301911901611255808,268,51633,621,0.2151756,150.4527,0.5399255,479.0676,85.22955,261.0777,311.9008,21.92163,65.65634,52.8606,-33.44124,-21.39183,6.786102,3.555817,4.079652,5.56579,3.490488,3.989817,4.081803
301912176489162752,268,51633,622,0.0332075,150.3906,0.448747,269.974,93.7084,71.48046,63.82867,13.07808,69.52186,45.66394,-21.32908,-5.092255,3.37635,2.569785,2.526275,1.871688,1.64311,2.257616,1.916705
301912451367069696,268,51633,623,0.09366594,150.448,0.5116155,154.9048,41.20297,25.32718,34.81161,7.88283,31.48694,22.65247,-32.47828,-6.370811,2.316862,1.790976,1.729633,1.429799,1.407868,1.746523,1.626395
301915475024046080,268,51633,634,0.04574162,150.5285,0.2576782,93.14961,26.42593,16.0966,26.37182,6.616655,27.3742,16.45915,-17.60734,-4.906731,2.723551,2.035096,1.697796,1.441878,1.228576,1.414971,1.29671
301916574535673856,268,51633,638,0.06621388,150.4858,0.1878017,358.1598,57.91629,18.71858,145.9717,16.40193,72.93034,51.68616,-30.98917,-12.66793,4.023693,2.41033,2.305773,2.661162,1.728539,2.243049,2.147002
301917124291487744,268,51633,640,0.09205124,150.3384,0.1571026,507.7617,117.4207,152.3866,265.4893,17.51505,98.92799,78.9297,-28.49916,-15.16204,5.96054,3.327506,3.77449,4.325299,2.420078,4.232285,3.684912
302867656740988928,269,51910,2,0.04359543,151.5026,-0.9428144,289.3204,87.80264,216.2337,29.04395,9.385575,44.44043,32.77948,-50.5484,-5.675651,3.970433,3.02493,4.350788,1.879849,1.574579,1.913755,1.687657
302870405520058368,269,51910,12,0.0955369,151.6771,-0.8926313,512.6663,116.3495,33.1859,231.0068,21.23566,96.74046,78.84457,-42.49186,-18.86721,6.178103,4.222839,3.761493,4.019228,2.797822,4.250555,4.294614
302875903078197248,269,51910,32,0.06765883,151.933,-0.139149,459.7576,58.49845,32.44934,252.6933,22.80144,84.12108,57.94297,-19.37293,-10.61698,6.928047,3.834197,3.842694,5.367491,3.457427,4.296414,4.139276
302876727711918080,269,51910,35,0.03334356,152.0202,-0.3898791,159.8421,52.6517,47.35887,67.48392,9.534951,48.46894,30.35958,-15.04261,-6.128042,2.971327,2.654377,2.706986,2.206881,1.783331,2.315019,2.020482
302880850880522240,269,51910,50,0.1822214,151.3039,-1.105847,385.1019,70.45872,24.3592,223.5874,15.52212,63.16093,51.09914,-34.28712,-19.56121,6.224872,3.75162,3.680201,4.841052,2.724173,3.688376,3.53351
302882500147963904,269,51910,56,0.03225636,151.4464,-1.18057,545.075,152.6431,163.6821,114.4559,15.43775,101.4544,70.55384,-53.47161,-10.91599,6.08659,3.758352,4.067122,2.563276,1.98188,2.7069,2.894005
302884974049126400,269,51910,65,0.09424894,151.8489,-0.2855488,238.1157,51.02438,23.55211,84.16088,9.523151,48.43261,33.69647,-31.87198,-11.20184,3.603124,2.327813,2.258884,2.267353,1.760471,2.318412,2.290684
302885248927033344,269,51910,66,0.0668576,151.8238,-0.2603929,363.477,85.41187,45.29875,163.1321,15.68408,90.03694,58.17126,-21.59287,-9.982143,5.244451,3.379651,3.451801,3.735089,2.51967,3.35087,3.08452
302885523804940288,269,51910,67,0.02166339,151.8096,0.05585009,199.3246,66.94772,112.3815,21.76003,9.109035,47.79335,36.28614,-34.02237,-4.479478,3.088176,2.709691,3.324575,1.478318,1.560424,2.223001,1.937889
302889372095637504,269,51910,81,0.06609736,151.0665,-1.213472,1105.474,259.5634,134.3046,349.632,28.05555,194.8855,142.6392,-35.48469,-11.42732,10.98858,5.552082,5.268162,5.70039,3.359303,4.973428,5.558188
302896518921218048,269,51910,107,0.09585693,151.6584,-0.2181068,405.8592,92.30167,27.28093,124.4903,11.94671,76.85079,59.17447,-41.16529,-12.68598,5.208263,3.289191,2.825984,2.948637,2.251077,3.442643,2.935814
302899542578194432,269,51910,118,0.04628231,151.7238,0.006968074,546.3054,121.7685,29.49181,189.0152,13.38065,90.31248,63.75781,-37.38062,-13.21679,6.740446,3.63515,2.810577,3.648417,2.222622,2.94884,2.7275
302903665746798592,269,51910,133,0.1176201,150.8235,-0.8331143,278.742,77.54935,56.85552,74.33155,9.958824,59.65278,45.98194,-59.2958,-13.91877,4.621794,2.955865,2.965671,3.104519,1.800096,2.427306,3.182673
302904215502612480,269,51910,135,0.09410395,150.6422,-0.8719263,442.6733,135.5812,168.4846,94.99934,18.49554,87.43896,66.73173,-40.66494,-8.408584,5.156691,3.568226,4.125339,2.467967,2.174582,2.873321,3.249654
302905040136333312,269,51910,138,0.04725183,150.6398,-0.9092971,563.6133,200.3605,432.1139,76.72157,24.23281,114.162,78.48478,-36.71521,-5.370279,6.97497,4.677447,6.800812,2.717018,2.43057,3.088915,3.087367
302909438182844416,269,51910,154,0.04530115,151.5285,-0.2155004,311.8186,78.53313,110.7312,60.57347,15.34837,69.26394,52.17842,-42.45394,-7.635438,4.391,2.878452,3.384811,2.160191,1.778067,2.262887,2.113693
302910812572379136,269,51910,159,0.02123116,151.5413,-0.6668696,798.1581,190.0807,101.6299,208.5387,18.01239,149.458,109.9116,-60.24599,-15.42156,8.187,4.134522,3.501528,3.28453,2.058504,3.324416,3.273423
302918509153773568,269,51910,187,0.1226063,150.97,-0.6209328,373.0755,91.5835,40.08422,137.0912,13.10243,74.42999,48.01548,-31.24326,-11.308,5.955245,3.651128,3.298511,3.90126,2.584492,3.168203,3.088105
302919333787494400,269,51910,190,0.03396715,151.0091,-0.3429299,327.6885,87.56528,76.33783,71.79076,10.96132,72.63947,54.14969,-45.98779,-9.758679,5.494186,3.882511,3.823962,2.569209,2.156621,2.961791,2.603427
302921532810749952,269,51910,198,0.04486069,151.1219,-0.2409798,425.4857,110.9645,78.56113,105.5541,14.13791,93.88242,69.50561,-33.31637,-8.528913,5.093757,3.273796,3.222106,2.804211,2.106369,2.757681,2.542075
302921807688656896,269,51910,199,0.1226908,151.1259,-0.1556436,978.9601,219.2803,85.29597,424.3368,26.39112,150.0139,115.6628,-78.72408,-34.18681,9.54037,4.224236,3.232491,5.027249,2.277934,3.35679,3.196459
302935001828190208,269,51910,247,0.05648488,150.4741,-1.05091,214.2455,52.72038,95.33781,31.31738,8.116848,36.37358,28.72018,-46.99951,-7.772861,3.524299,2.749964,3.3069,1.855801,1.615361,2.079274,1.880525
302939949630515200,269,51910,265,0.04475605,150.6925,0.006741422,639.3829,180.0863,127.8281,142.2325,19.46232,153.5916,105.2293,-48.65421,-10.9893,6.824699,4.258626,4.025617,3.309275,2.414585,3.548834,3.094924
302942148653770752,269,51910,273,0.03437575,150.6478,-0.06760902,261.9296,80.08849,155.2985,30.35669,8.645043,45.48476,33.88392,-36.919,-4.442265,3.756003,2.920057,3.840106,1.732889,1.683454,2.380053,1.87225
302942973287491584,269,51910,276,0.1227426,150.7296,-0.4138531,4359.35,829.9355,1945.143,536.984,105.9552,91.92215,72.74693,-57.41976,-32.61148,27.90501,12.05996,17.70745,10.6411,3.961454,5.504043,4.22659
302946271822374912,269,51910,288,0.04623836,150.106,-1.049547,500.8737,113.9501,41.15973,158.5574,13.36059,99.77538,66.24239,-42.28374,-13.1495,5.909767,3.194318,2.639225,3.175176,2.018739,2.755201,2.499491
302947646211909632,269,51910,293,0.06834973,150.3184,-1.012648,871.2832,202.3544,254.8139,170.8294,29.26006,152.2726,107.9907,-54.34346,-10.66828,8.789484,4.079006,4.979282,3.289074,2.286809,3.477029,3.173914
302950944746792960,269,51910,305,0.123129,150.447,-0.7135363,337.3811,94.89032,103.2947,60.10386,16.32989,74.33206,49.53123,-45.06579,-9.0351,5.173303,3.459189,3.216413,2.640922,1.851567,2.450685,2.348492
302953418647955456,269,51910,314,0.04470943,150.5414,-0.1892442,694.8866,167.3249,101.3435,227.4367,17.64725,132.9926,87.19713,-34.44582,-11.16575,7.660854,4.032068,3.8767,4.17865,2.732373,3.618722,3.239179
302956992060745728,269,51910,327,0.1033238,150.0561,1.255175,370.2022,70.49551,20.52339,144.6551,14.88286,58.09696,39.02308,-22.15821,-8.746686,6.248092,3.180951,2.988392,3.753449,2.902192,3.229436,3.334044
302957266938652672,269,51910,328,0.04620881,150.1465,1.242446,207.0231,53.79742,26.62732,46.64117,9.812854,46.50595,34.75324,-26.97399,-6.150437,3.630571,2.391945,2.281573,1.969066,1.592255,1.981857,1.846216
302957816694466560,269,51910,330,0.1437857,150.1498,1.20559,651.4346,111.8376,21.2014,251.3204,16.06821,73.83629,54.47583,-39.21967,-14.9822,7.453291,4.234908,3.88548,5.298397,2.926862,3.958013,4.022837
302958091572373504,269,51910,331,0.09755185,150.2646,1.118639,622.5153,106.8577,20.20363,228.1199,18.1625,99.51675,68.65765,-42.80126,-15.41748,6.805189,3.600475,3.076829,4.020835,2.646231,4.281529,3.326384
302958366450280448,269,51910,332,0.124156,150.289,1.092352,535.2031,120.4181,36.20983,282.9184,17.66889,83.76409,69.33215,-44.17978,-23.39761,6.203878,3.536293,2.80128,4.407136,2.016143,2.834347,2.758913
302961390107256832,269,51910,343,0.03270039,150.6201,0.3332387,1919.12,485.9553,374.6314,549.1483,43.94125,326.0685,236.1988,-64.26951,-18.84454,17.48914,6.809026,6.454805,6.433821,3.228415,5.561683,5.08822
302964963520047104,269,51910,356,0.04373935,150.5975,0.2543143,1180.117,344.7312,807.1531,123.6687,23.75007,166.0096,119.2705,-179.7485,-19.13525,10.99944,4.820952,8.402064,2.791708,1.849996,2.968045,2.538945
302968262054930432,269,51910,368,0.08547033,150.483,0.629838,214.2635,41.84769,327.5202,197.5372,29.244,85.1906,82.37877,-20.20324,-17.03894,4.097435,3.278233,5.53798,3.807592,3.187289,3.920589,4.087099
302968811810744320,269,51910,370,0.08082879,150.5932,0.8229399,554.0924,141.4773,40.10315,220.3466,11.83165,94.49089,72.43901,-42.85357,-17.54003,5.810827,3.357707,2.692368,3.344839,2.010245,2.836803,4.096738
302971560589813760,269,51910,380,0.1333117,150.5516,0.9801528,707.756,193.0666,296.3896,111.982,28.89728,127.3596,76.70581,-77.6831,-12.72009,7.033742,3.68391,4.923875,2.586612,1.808623,4.417407,3.77485
302975683758417920,269,51910,395,0.09882391,150.751,0.1589006,241.406,71.27544,62.42987,49.36507,10.86691,53.12526,36.21382,-38.73834,-13.59933,3.37154,2.607628,2.680106,2.005204,2.101326,2.202976,2.145085
302980906438649856,269,51910,414,0.06763151,150.8034,1.148911,641.1194,148.3649,73.65313,305.6597,19.81371,105.5831,85.58274,-35.99654,-16.93423,7.166042,3.932013,3.632583,4.529999,2.519205,3.396022,3.257608
302984479851440128,269,51910,427,0.04454955,150.915,0.3909709,448.1151,106.5143,27.09401,196.9852,15.99726,70.88669,57.93261,-30.85085,-13.62711,5.811275,3.668913,3.191468,4.179543,2.609041,3.078708,2.894351
302986678874695680,269,51910,435,0.09613974,150.9493,0.331082,489.6213,99.87965,322.7786,214.1477,61.76754,158.5879,117.0432,-34.25627,-14.39752,6.376314,4.374048,6.347753,4.387341,3.753526,5.297915,4.505651
302990802043299840,269,51910,450,0.04620731,150.9845,0.8166124,2167.02,578.2468,1091.791,661.6565,68.01867,391.4362,285.5369,-63.37735,-19.35697,18.23741,7.795912,12.06836,7.60488,3.959416,6.555269,5.774698
302991626677020672,269,51910,453,0.03229077,150.9311,0.7046943,197.0833,47.3987,98.55717,110.9105,36.84896,111.8308,84.97427,-8.483795,-4.801625,4.399945,3.212769,4.240735,3.850275,3.409309,4.241614,4.214594
302996574479345664,269,51910,471,0.06592298,151.1441,0.5417106,204.5621,62.22377,73.77646,36.83607,6.844503,44.66973,31.52463,-47.29694,-8.621328,2.885601,2.189395,2.456995,1.516436,1.287326,1.700751,1.541517
302996849357252608,269,51910,472,0.07577504,150.9424,0.4306845,377.076,117.8974,118.4147,70.18842,12.60094,76.38995,51.92474,-42.63371,-8.215316,4.371886,2.962265,3.112695,1.984392,1.544064,2.20909,5.382248
302997399113066496,269,51910,474,0.0476416,151.0389,0.4248744,242.6366,67.71425,49.6454,56.94591,8.843914,62.74059,40.96715,-33.07302,-8.008259,3.665263,2.378258,2.321661,1.911836,1.526033,1.960441,1.910599
302997673990973440,269,51910,475,0.09410248,151.112,0.1771872,467.4133,112.7601,29.30369,204.4607,15.95963,72.13775,58.75621,-18.8537,-8.108189,6.094168,3.699802,3.425694,4.398177,3.136313,3.879492,3.934684
303002621793298432,269,51910,493,0.09435425,151.3105,0.3380981,487.9523,143.7935,115.5977,123.3237,17.83955,98.73137,70.98643,-51.11636,-12.99819,5.311357,3.395945,3.378947,2.573819,1.952864,2.862435,2.996593
303003721304926208,269,51910,497,0.03271956,151.3074,0.4750305,491.1753,130.6658,118.0963,286.3988,23.55694,111.9211,88.59827,-13.98889,-8.309429,6.994261,4.283035,4.635043,5.430273,3.569452,4.479345,4.587867
303003996182833152,269,51910,498,0.1227516,151.4608,0.2203884,207.2204,35.03456,417.6251,204.4124,30.8359,35.48033,33.33672,-13.08108,-12.17849,5.720573,3.948767,6.36067,4.57145,3.126057,3.498434,3.564238
303008669107251200,269,51910,515,0.08924252,151.6353,0.3365056,246.3571,53.98074,363.4629,256.594,38.84959,90.90965,90.23579,-8.923894,-9.15731,5.774047,4.267411,6.8532,5.366338,4.871927,5.664859,5.482011
303010318374692864,269,51910,521,0.06594614,151.1553,0.8293197,1550.91,331.4507,128.002,640.8735,41.07338,236.4948,192.3444,-81.22048,-33.82898,13.13206,5.578319,4.21933,6.582103,2.786988,4.477442,4.164227
303011967642134528,269,51910,527,0.09648456,151.0175,1.123597,335.9024,64.06982,19.75662,142.096,15.09066,59.21518,47.8113,-29.33482,-12.34193,4.406082,2.663555,2.437826,2.974,2.029793,2.910687,2.585942
303012792275855360,269,51910,530,0.0463645,150.9996,0.8069149,760.1377,160.614,64.59436,243.8329,23.04882,148.6514,107.8642,-42.40327,-13.47188,8.223203,3.745108,3.19307,4.063597,2.376196,3.56942,3.231256
303013342031669248,269,51910,532,0.04538929,150.92,1.209585,358.523,50.6415,15.8192,144.0462,11.38037,70.20644,57.14467,-27.84377,-11.39031,5.017574,2.747066,2.468602,3.30403,2.167313,2.740785,2.632766
303019114467715072,269,51910,553,0.09711574,151.6939,0.2901017,143.9142,42.66053,43.42113,80.40222,45.98342,65.21687,59.62366,-7.292092,-4.145236,5.437265,4.405098,4.594508,4.678358,4.309803,5.809196,4.990494
303023512514226176,269,51910,569,0.06864459,151.4226,1.091685,655.2211,125.0819,468.4318,618.1774,38.61102,148.5976,123.2173,-18.97323,-17.78792,9.109511,5.398475,8.310842,8.206212,4.58491,6.137345,6.056406
303024337147947008,269,51910,572,0.08236595,151.1766,1.199531,122.8667,23.91536,30.35955,152.7505,24.2304,66.13466,33.62843,-5.096478,-6.027288,5.234581,3.964024,4.62825,5.13782,3.92419,4.981003,5.014863
303025436659574784,269,51910,576,0.04705122,151.6295,1.093541,770.6807,175.8909,44.0558,274.0989,15.43876,130.4917,91.85715,-43.75001,-15.25648,8.355408,4.050645,3.061476,4.383625,2.511873,3.41943,3.249362
303027085927016448,269,51910,582,0.03345294,151.8922,0.2772472,530.6071,134.492,59.30315,252.5382,18.67353,113.5687,79.41481,-15.28411,-7.30785,6.840851,4.060663,3.759037,5.015322,3.111095,4.208396,3.822986
303029559828178944,269,51910,591,0.03379481,151.9693,0.3033042,1534.108,442.0631,581.2348,251.5824,15.90416,164.9854,122.6972,-378.9136,-63.26685,11.78417,5.597198,6.412178,2.96911,1.48973,2.8417,2.340833
303035882020038656,269,51910,614,0.09636237,151.8472,0.8062831,359.0318,84.96651,27.19541,151.6687,18.55451,74.596,56.14018,-47.82856,-20.93931,4.656376,3.146534,2.773257,2.99651,2.002863,3.048757,2.584681
303039455432828928,269,51910,627,0.0315523,152.0035,0.356499,515.8463,166.0813,374.4175,47.48361,24.04866,90.71978,64.03562,-46.77952,-4.324131,5.890508,4.051845,6.067232,2.053334,2.328244,2.669085,2.48945
