specobjid,plateid,mjd,fiberid,z,ra,dec,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,oi_6300_flux_err,sii_6717_flux_err,sii_6731_flux_err
300638391848953856,267,51608,84,0.08362079,148.3571,-1.061524,203.1273,56.25274,255.691,277.184,38.12624,81.41887,66.64014,-6.509332,-8.90536,4.996762,3.753434,5.128017,4.81763,3.448695,4.595782,3.963383
300639491360581632,267,51608,88,0.04863385,148.2455,-0.9731501,821.1564,185.9286,130.6652,218.9889,24.78376,161.3549,114.2157,-44.28257,-11.65342,7.370894,3.838354,3.709748,3.542726,2.295847,3.368989,2.994303
300639766238488576,267,51608,89,0.1375007,148.3535,-0.9050097,174.0884,38.97179,63.26905,124.1617,10.61702,32.46215,24.83163,-21.94146,-15.23596,3.305641,2.534952,3.147506,2.851237,1.898416,3.06934,2.549639
300640590872209408,267,51608,92,0.1467323,148.3657,-1.023239,483.593,109.484,27.90955,288.652,11.46595,52.95959,53.18776,-55.01122,-31.36136,5.236706,5.37523,2.770728,3.45208,1.848234,2.4592,3.834949
300645813552441344,267,51608,111,0.08521271,148.7917,-0.02102262,144.6992,17.52187,12.52802,61.60482,10.83084,24.07854,18.52033,-14.80237,-6.160532,2.91601,2.282252,2.299657,2.38296,2.05492,2.393836,2.497689
300651036232673280,267,51608,130,0.07459193,147.991,-1.1068,1732.984,426.2533,177.5252,754.5494,44.20701,298.7753,215.7513,-65.58481,-28.52843,12.62226,5.720361,4.512386,6.491689,2.909592,4.74006,4.595745
300654334767556608,267,51608,142,0.0475889,148.5494,-0.06612528,158.4125,42.71885,43.8336,27.02734,7.311999,38.69923,25.98217,-26.8512,-4.494356,2.595488,2.001095,1.999932,1.431815,1.266746,1.562974,1.486472
300657358424532992,267,51608,153,0.08368891,148.4347,-0.09046433,649.7175,134.8891,40.89649,329.9208,34.14533,122.6081,96.46764,-34.24926,-17.70321,6.220168,3.350105,2.977184,4.12891,2.656942,3.971956,3.275378
300658732814067712,267,51608,158,0.103538,148.6924,0.0420026,733.8729,209.273,366.8779,126.7331,20.83839,105.8378,78.44872,-106.4031,-18.09472,6.793257,3.613756,4.95212,2.517758,1.862542,2.46881,2.420712
300659557447788544,267,51608,161,0.106981,148.1035,-0.4622429,283.6448,70.57777,23.34986,106.8202,9.128121,51.64438,36.12083,-30.15765,-11.01121,3.75158,2.381278,2.239243,2.771751,1.67538,2.252733,1.920516
300662581104764928,267,51608,172,0.1110355,148.4057,-0.04101394,661.7244,135.8446,62.87858,257.8566,25.39231,124.4592,90.49993,-63.30981,-24.68404,6.191997,3.07524,2.784092,4.055047,1.953685,2.857889,2.737219
300665055005927424,267,51608,181,0.03704123,147.8307,-0.1760358,142.7995,38.72056,61.89884,20.31067,8.183682,28.70416,21.9203,-29.268,-3.897695,2.539015,2.020909,2.543088,1.559555,1.583281,1.574341,1.662527
300665604761741312,267,51608,183,0.06465202,147.9247,-0.2389411,302.0594,66.28398,28.85373,115.9089,11.29842,61.72988,46.56725,-24.24237,-8.965852,3.924648,2.594217,2.583353,2.801136,1.94892,2.40779,2.289868
300669727930345472,267,51608,198,0.1333251,147.8105,0.04649349,242.1171,44.05736,11.61989,125.6245,8.257575,42.19727,26.87576,-24.24088,-12.39624,3.539927,2.231546,2.240019,2.698405,1.649523,3.456714,3.3455
300674125976856576,267,51608,214,0.03680692,147.8093,-0.7284915,323.2633,70.00838,27.10915,108.3483,9.799683,72.98557,51.66182,-26.08637,-8.469065,3.871348,2.275418,2.110068,2.333258,1.795816,2.222465,2.139632
300678249145460736,267,51608,229,0.0371546,147.8693,-0.5626916,732.1072,147.4689,68.83253,215.644,16.31324,142.4632,101.7864,-50.48171,-14.81608,6.706946,3.155749,2.763731,3.309934,2.40361,3.041239,2.89113
300678798901274624,267,51608,231,0.07910439,147.8548,-0.3690114,367.6431,76.19621,21.31556,138.4123,12.48891,61.07221,42.62658,-28.2449,-10.22792,4.601235,2.945373,2.582665,3.062431,2.098137,3.229579,2.714373
300682372314064896,267,51608,244,0.08136618,147.4015,-0.8330935,354.9441,77.33115,24.42945,113.7861,11.77949,66.79474,49.54191,-33.45014,-10.59298,4.05916,2.755032,2.396262,2.519552,1.771045,2.583442,3.685133
300685945726855168,267,51608,257,0.09255436,147.5233,-0.8495302,240.4535,56.27959,15.56774,71.10073,7.358994,48.12361,32.70259,-37.17923,-10.7133,3.223991,2.139345,1.923998,1.8552,1.337392,2.519015,1.762258
300686770360576000,267,51608,260,0.08097252,147.4283,-0.8400757,73.12326,31.29603,37.87999,63.11119,28.3918,28.07733,23.50158,-2.32027,-1.971022,4.779845,4.112629,3.802993,3.921458,3.531946,3.937879,4.688897
300697765476853760,267,51608,300,0.06720914,147.222,-0.8654533,339.2946,75.78086,475.1468,366.3057,37.53491,119.7212,105.6803,-27.20758,-24.59842,4.521369,3.122042,6.091817,4.400876,2.819334,3.561576,3.578837
300700239378016256,267,51608,309,0.03620402,147.3915,-0.2498118,181.898,41.81347,16.31828,59.38943,10.95073,41.79287,32.06631,-13.92267,-4.662155,2.998813,2.17581,2.09271,2.069721,1.798489,2.124931,2.018226
300702713279178752,267,51608,318,0.08416865,147.4977,0.1041998,77.96598,22.90193,20.20629,16.92961,10.4036,15.0992,11.39043,-18.20361,-3.174743,1.978819,1.92491,2.191805,1.493205,1.94165,2.47194,2.008393
300703263034992640,267,51608,320,0.1163653,147.3789,-0.3850607,396.0972,90.2422,67.93123,104.9147,11.51025,73.75316,56.15826,-52.00551,-14.58348,4.593658,2.710786,2.764414,2.447429,1.551037,2.205711,2.064832
300705462058248192,267,51608,328,0.02552898,147.2457,1.138497,318.014,82.50459,113.5187,61.67018,12.22184,78.36446,51.92841,-36.78801,-7.41541,3.685425,3.035689,3.009628,1.792972,1.572436,2.396627,2.100068
300713708395456512,267,51608,358,0.07294767,147.3093,0.3442723,277.6913,81.46915,77.41117,69.25172,12.78461,58.32096,45.9218,-32.22543,-7.975996,3.502074,2.689712,2.920129,2.054905,1.578727,2.130738,2.220514
300714258151270400,267,51608,360,0.005939425,146.7233,0.5073386,1327.855,382.6664,609.2878,204.5739,20.14449,220.654,160.7348,-124.1847,-19.01793,11.56447,6.385312,7.626726,3.349415,2.140559,3.552734,3.191495
300718106441967616,267,51608,374,0.08081359,147.6426,0.7801133,190.4596,34.71544,19.16951,69.0127,10.96815,47.52953,33.18386,-16.20938,-5.816964,3.089953,2.219832,2.293681,2.267645,1.753246,2.350727,3.648789
300719755709409280,267,51608,380,0.07320447,147.4501,0.7580679,362.7931,91.86626,26.23361,107.428,9.459265,68.89413,46.1403,-40.33546,-11.71039,3.921815,2.596873,2.241884,2.237974,1.480574,2.117647,2.023374
300720855221037056,267,51608,384,0.006316895,147.4756,0.616293,9129.952,2833.981,11480.28,425.1553,72.51957,553.0176,386.4682,-361.9978,-18.10456,56.35033,21.27801,76.40671,4.90517,2.89694,6.068967,5.064805
300722229610571776,267,51608,389,0.006121848,147.4606,0.611882,161.9299,51.36633,122.5836,22.47803,7.137933,31.39721,23.26556,-33.25988,-4.964841,2.568247,2.305423,2.674422,1.363527,1.198897,1.35366,1.310476
300725803023362048,267,51608,402,0.06303807,147.6641,1.210253,240.7912,70.18707,32.88492,59.7957,9.091091,52.26878,36.57722,-37.45943,-9.31345,3.219587,2.467898,2.117299,1.729674,1.524858,1.75159,1.596104
300726627657082880,267,51608,405,0.1306843,147.6272,1.220489,467.7469,91.38157,144.1277,262.4843,18.01224,55.21109,46.17149,-19.80533,-10.90451,5.964449,3.619728,4.439923,4.834754,2.860138,4.217267,5.839263
300727452290803712,267,51608,408,0.02833657,147.7259,1.192665,403.5322,133.7764,352.6557,33.18724,15.78145,65.23486,42.56122,-42.03469,-3.57325,4.124889,3.078757,4.84404,1.488544,1.552529,1.964922,1.878399
300729651314059264,267,51608,416,0.02513117,147.7402,0.8631925,794.5677,187.697,75.86851,250.4049,15.37397,162.5,100.2513,-46.19837,-14.44128,6.912191,3.635218,2.874546,3.240401,1.862741,3.162632,2.721647
300731025703593984,267,51608,421,0.09770181,147.5972,0.708133,3004.321,959.8481,5266.688,169.4725,41.49373,136.6804,103.2871,-552.2666,-35.3147,18.28349,8.418451,33.80685,2.350091,1.750478,2.82093,2.351712
300735698628012032,267,51608,438,0.07421976,147.7793,0.226259,190.1765,58.66723,77.76672,34.95163,10.20678,47.10017,33.89153,-49.31081,-8.817168,2.604056,2.142268,2.446718,1.404765,1.160898,1.57041,1.523074
300736248383825920,267,51608,440,0.0858379,147.8646,0.2558894,522.236,99.44359,113.2058,164.933,13.69943,82.40025,65.94819,-50.84221,-16.87058,4.921081,2.754525,3.001092,2.662507,1.829106,2.566121,2.866264
300738172529174528,267,51608,447,0.08834895,147.8276,1.132306,298.9723,58.42739,18.29012,108.2495,10.39475,58.40549,41.65986,-33.6685,-11.81385,3.822321,2.69111,2.579597,2.591106,1.817646,2.632186,2.553095
300739272040802304,267,51608,451,0.0466621,147.9945,0.9846776,563.0275,206.2887,316.7859,116.5738,15.28072,106.4522,73.60356,-50.80367,-10.78315,5.93625,3.679489,4.590294,2.399572,1.719399,2.399502,2.17396
300740646430337024,267,51608,456,0.0880089,147.9933,0.9364043,258.7148,56.74957,25.94346,79.41491,10.54718,52.69152,35.7304,-28.44492,-8.357184,3.512493,2.61239,2.54135,2.277211,1.686213,2.426921,2.23389
300745594232662016,267,51608,474,0.02063313,147.8972,0.4347398,1615.863,491.2562,465.3918,311.3021,36.17744,290.3407,198.9717,-71.39552,-13.67805,12.72154,5.860299,5.990117,3.726539,2.27411,4.050132,3.860647
300748068133824512,267,51608,483,0.03552244,148.2473,0.5028872,1489.198,435.304,1136.897,132.2474,38.94059,222.0165,159.9301,-77.8159,-7.264956,11.72215,6.524838,11.18169,2.88816,2.476796,3.870138,3.462641
300748617889638400,267,51608,485,0.02616739,148.1881,0.7516577,2008.508,652.4969,2147.528,139.4422,30.68588,190.9558,150.7724,-158.3775,-10.9445,14.68418,7.216549,17.18211,2.398625,1.993749,3.179027,2.849822
300749992279173120,267,51608,490,0.07917745,148.2385,0.5495268,225.959,57.90806,35.79316,60.37647,9.873179,48.53577,36.69431,-38.54481,-10.36376,2.833634,2.152777,1.966972,1.607021,1.201305,2.107725,1.645344
300750816912893952,267,51608,493,0.08185273,148.1464,0.2490575,1902.939,328.7025,429.9758,548.7486,38.52776,208.3885,160.3841,-134.2726,-38.35591,12.50428,4.390118,5.213962,4.649296,2.081527,3.483202,3.504963
300754115447777280,267,51608,505,0.02078303,148.3353,0.7206723,282.2596,94.89962,114.8077,53.88492,10.42544,66.04401,41.19531,-24.16423,-4.417272,3.608432,3.100027,3.430614,1.957381,1.790004,2.226317,2.38523
300755489837312000,267,51608,510,0.09438431,148.3952,0.596301,94.46148,23.86093,58.24282,88.80113,22.09504,44.44152,39.0448,-4.689559,-4.490839,4.389953,3.829411,3.94381,3.738286,3.274029,3.830459,4.088643
300758238616381440,267,51608,520,0.02076184,148.4437,0.4944019,627.834,223.9737,625.7214,48.6262,14.98558,85.42367,57.48413,-83.76127,-6.657657,5.328325,3.956278,7.005453,1.57941,1.509957,2.040062,2.157933
300758788372195328,267,51608,522,0.0202142,148.0477,1.095468,1482.796,280.2601,71.1323,902.1597,43.04273,257.7367,219.4364,-19.16017,-11.71135,14.15764,6.561121,5.903343,10.57504,5.608339,7.36918,7.570057
300760162761730048,267,51608,527,0.09863139,148.2326,1.071514,295.8098,90.64887,92.23936,73.01641,15.70957,63.2414,41.1857,-34.61779,-10.79916,3.395192,2.481857,2.748619,1.967893,1.694858,2.07534,1.99083
300760712517543936,267,51608,529,0.08115898,148.1033,1.252909,1821.166,294.9541,125.9498,839.2515,54.17068,290.7633,223.0981,-57.16566,-25.95148,13.49144,4.768464,4.056274,7.293208,3.355234,5.306419,5.583973
300764011052427264,267,51608,541,0.03454532,148.5247,0.6505495,475.1909,129.862,51.63588,147.078,13.12474,101.6592,71.50596,-47.55739,-14.40127,4.81842,3.066569,2.498042,2.432759,1.604241,2.589618,2.143804
300764835686148096,267,51608,544,0.03512238,148.5425,0.6054721,578.2524,136.3546,208.4404,119.8987,28.96609,133.4837,100.1278,-56.45022,-11.48398,5.73483,3.132781,3.787976,2.610343,2.139939,2.829043,2.456547
300765935197775872,267,51608,548,0.03467124,148.5589,0.6383195,568.1908,103.9492,25.56212,221.4088,16.40033,96.87949,76.07652,-31.12415,-12.41245,5.560901,3.017,2.511547,3.432079,2.131031,3.01123,2.679634
300771157878007808,267,51608,567,0.09498237,148.326,0.8894442,258.3044,56.68415,38.59486,105.9083,15.99545,57.67191,44.22762,-24.56499,-9.951464,3.310326,2.169563,2.262063,2.231333,1.750129,2.296224,2.700035
300771707633821696,267,51608,569,0.09804763,148.3014,0.9719083,311.0261,78.53085,19.06509,108.5181,13.36467,52.47213,37.7506,-39.28748,-14.03372,3.703207,2.662092,2.353613,2.438461,1.679259,2.287815,2.267562
300773082023356416,267,51608,574,0.02883614,148.5517,0.8053039,375.5454,88.90245,21.49068,139.5597,11.3509,64.17443,40.79393,-15.02626,-5.587634,4.486389,2.86814,2.522044,3.081744,2.152061,2.732846,2.593452
300774456412891136,267,51608,579,0.02051127,148.4405,0.7867532,386.9496,111.6566,230.4097,42.9607,11.93746,64.41292,39.18606,-53.66675,-5.993917,3.878381,2.686309,3.674206,1.392396,1.291694,1.712647,2.067733
300775281046611968,267,51608,582,0.04658309,148.9204,0.5401171,551.4218,211.7393,578.579,53.89565,12.79021,88.34087,59.40328,-103.3904,-10.40804,5.021487,3.257212,5.857135,1.515585,1.228543,1.786623,1.564692
300776380558239744,267,51608,586,0.03461061,148.8992,0.7003467,405.3625,133.0558,354.7021,22.61897,13.16151,54.17371,40.1369,-71.24675,-4.142084,3.727412,2.657568,4.204065,1.14044,1.174636,1.739221,1.417774
300777205191960576,267,51608,589,0.04755318,148.8105,0.6128995,330.7124,104.6024,137.3915,56.0465,13.06696,67.02821,46.23217,-42.82965,-7.244497,3.748957,2.539125,3.006269,1.70088,1.459007,1.825882,1.705052
300778854459402240,267,51608,595,0.09474451,148.7204,0.3888139,310.0363,61.87346,16.26287,154.3787,13.32792,55.55516,44.51324,-28.868,-14.28368,3.695294,2.450828,2.270177,2.744055,1.962977,2.564149,2.961847
300780228848936960,267,51608,600,0.07153107,148.8053,0.4884369,807.9829,253.1404,486.0197,111.2496,21.93543,125.777,87.24911,-127.4302,-17.96994,6.445383,3.920272,5.47638,2.036048,1.369993,2.373079,1.992806
300780503726843904,267,51608,601,0.06197061,148.3968,1.228447,373.8942,91.33578,125.2423,72.38974,12.68017,74.56723,52.10249,-51.86583,-10.21403,4.183442,2.733888,3.135399,1.89486,1.436709,2.058905,1.881237
300782427872192512,267,51608,608,0.1247545,148.6326,1.087979,248.6414,61.9308,21.10355,76.84927,8.572653,46.81481,31.4968,-42.47035,-13.02067,3.321208,2.218984,2.227959,2.218026,1.303697,1.809377,2.026509
300785451529168896,267,51608,619,0.06411064,148.9469,0.7731414,648.1735,201.6066,233.9664,160.9459,15.67982,129.7143,87.62089,-66.77129,-17.44174,6.151136,4.096676,4.511799,2.811437,1.792571,2.730977,2.369678
300786001284982784,267,51608,621,0.03546179,148.9247,0.2225261,420.5194,106.9028,202.5237,88.06135,16.43069,94.87071,74.93069,-28.5887,-6.061126,4.622836,2.950669,4.078989,2.256118,1.90056,2.581622,2.414687
300786551040796672,267,51608,623,0.04747811,148.9754,0.3329344,291.8169,81.85916,33.10904,103.7394,9.725575,63.30307,40.00652,-22.97101,-8.228055,3.847029,2.532189,2.345544,2.461523,1.786846,2.172307,2.039816
300786825918703616,267,51608,624,0.03545549,149.041,0.3258302,152.9519,48.14282,71.70038,24.89766,13.49899,41.44469,28.7099,-15.49601,-2.437207,2.461179,2.230792,2.71929,1.528388,1.594133,1.884292,1.929451
300787375674517504,267,51608,626,0.08021554,149.0601,0.5094364,391.5531,99.94367,34.20815,152.1624,12.10597,66.79105,50.95337,-30.91296,-12.23815,4.375581,2.916342,2.691606,2.828011,1.864473,2.610132,2.599274
300788750064052224,267,51608,631,0.0650007,149.0741,0.5746809,1948.772,404.4327,413.2411,634.2519,55.51103,293.2733,227.8998,-119.6804,-38.64865,14.13681,5.153185,5.431853,5.488029,2.343898,4.062741,3.726343
300789024941959168,267,51608,632,0.08655048,149.1152,0.3055331,485.7838,61.75042,24.64422,327.8547,17.08572,65.72919,57.37098,-41.68848,-27.09595,4.832771,2.546633,2.392589,3.630581,1.921775,2.666578,2.921941
300789849575680000,267,51608,635,0.1269907,149.0324,0.2881297,312.8085,67.13624,20.86701,111.648,10.15825,39.50508,26.02197,-26.94113,-9.680209,4.478615,2.630679,2.679077,2.996014,1.912429,2.657357,2.534962
300790674209400832,267,51608,638,0.08823899,149.0091,0.4402328,429.9605,120.2159,147.9382,83.39346,10.61912,79.96554,57.42988,-51.74076,-10.12574,4.337895,2.949283,3.446869,2.028704,1.502801,2.334491,2.189036
301741477308950528,268,51633,1,0.06874236,150.0698,-0.9744589,878.3365,256.4054,610.9689,114.4482,16.69975,111.0991,72.3088,-147.2442,-19.04931,7.679183,4.280243,6.511196,2.177,1.507397,2.317532,2.042705
301746974867089408,268,51633,21,0.0904035,150.4487,-0.3853752,354.1077,70.86655,344.1903,202.2737,25.79957,58.77636,49.11408,-22.1214,-12.25167,4.60586,3.460815,5.725019,3.488322,2.99931,3.24488,4.17081
301747249744996352,268,51633,22,0.09158873,150.3726,-0.4416529,200.6974,46.71999,16.45599,69.58862,9.356227,33.92358,25.18748,-19.50547,-6.433335,3.06337,2.422739,2.413144,2.258788,1.793372,2.536677,2.129962
301748349256624128,268,51633,26,0.08745652,150.3823,-0.1861022,194.2369,27.90254,40.16806,206.1471,14.5395,41.92539,38.61967,-9.478984,-9.86996,3.766193,2.748427,3.181441,3.774476,2.509299,3.336608,3.559046
301751647791507456,268,51633,38,0.03283051,150.4706,-0.1251792,151.1079,45.61246,95.64,146.4963,38.41273,53.4021,49.65108,-2.315518,-2.076739,7.748601,5.380959,6.192943,7.47864,6.423703,6.864876,7.037092
301761818274064384,268,51633,75,0.09199978,150.2949,-0.1071658,710.4791,200.2337,211.9003,169.5144,23.69786,123.9078,89.61397,-56.83363,-13.63979,6.351629,3.369928,3.825894,2.66513,1.840409,2.845922,2.475424
301762368029878272,268,51633,77,0.03270648,150.3192,-0.0307097,325.8842,86.29787,155.9731,48.87628,10.89055,68.47493,45.71886,-41.14744,-5.930252,3.751862,2.600488,3.666002,1.723623,1.662497,2.379575,2.220367
301764017297319936,268,51633,83,0.08596467,149.6383,-0.8551706,428.7883,97.25229,1020.532,474.3213,70.54546,146.3521,118.6704,-12.90597,-14.49542,8.281958,4.937981,9.224999,7.21891,4.642897,5.900203,5.976174
301766766076389376,268,51633,93,0.08149754,149.6728,-0.4475566,158.9809,43.76684,22.72418,42.66686,7.434615,33.78152,21.4856,-28.04214,-7.69598,2.400363,1.934761,1.883693,1.619133,1.33217,1.988812,3.624136
301774462657783808,268,51633,121,0.0848731,149.4384,-1.083567,133.3562,27.22198,56.82618,99.67264,33.00667,35.15845,38.52229,-3.530545,-2.629691,7.429982,4.97001,5.258578,6.555888,5.321481,6.217348,6.133945
301778585826387968,268,51633,136,0.08837859,149.3282,-0.4707673,275.9362,62.26284,16.22207,92.25349,11.20867,46.21868,34.84282,-22.85673,-7.785167,3.460713,2.279772,2.130393,2.305222,1.675015,2.329201,2.304538
301781334605457408,268,51633,146,0.09078296,149.9597,-0.2274898,595.1569,173.1952,1546.611,598.3771,50.74971,208.48,182.0147,-25.07971,-23.89328,7.021084,4.48674,10.74627,6.258806,3.966262,5.261753,5.603714
301782434117085184,268,51633,150,0.0914688,150.1472,-0.04977225,141.9309,21.67218,51.25844,83.99052,10.60388,32.80603,26.22577,-12.38832,-7.252679,2.763535,2.142093,2.791431,2.404024,1.897218,2.593367,2.298411
301782708994992128,268,51633,151,0.09126621,150.0063,-0.2357043,279.7733,72.18984,49.25061,90.95322,8.937804,53.63404,40.43362,-40.78493,-13.05873,3.134969,2.150751,2.395111,1.893103,1.396862,2.334996,2.070671
301785732651968512,268,51633,162,0.1247119,149.8012,-0.1401662,142.9137,36.243,167.8019,156.7611,20.54574,48.03787,41.55498,-11.05077,-10.43479,3.157917,2.381284,3.876113,3.625741,2.415797,2.897286,3.302212
301787107041503232,268,51633,167,0.07280485,149.845,-0.01645809,296.3441,54.81047,25.32078,109.7421,13.20175,59.54207,43.41864,-28.69613,-10.38357,3.555487,2.210435,2.14309,2.335342,1.586704,2.084986,1.9623
301790955332200448,268,51633,181,0.03307227,149.6143,-0.4200881,383.0684,82.12549,64.20728,86.59921,11.46525,93.53432,63.30262,-35.75936,-8.168118,4.039808,2.234496,2.251056,1.871896,1.458009,2.254854,1.995967
301792879477549056,268,51633,188,0.06236521,149.7543,-0.3272945,245.2484,71.41164,51.98675,73.50429,8.379394,50.8851,35.51279,-18.92269,-5.403481,3.476918,2.200413,2.288727,2.139085,1.461622,1.890178,1.812088
301795903134525440,268,51633,199,0.03283368,149.6053,-0.3370553,137.4945,31.62639,46.03626,39.63854,12.41749,39.72566,28.2385,-9.782223,-2.673477,2.686824,2.196714,2.496699,1.887835,1.803472,2.134942,2.14481
